id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
91,DARLING in the FRANXX,"The story is set in the distant future. The land is ruined, and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence.

A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head.",1/13/18,8.5169,"Animation, Drama, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.5,1848
92,Yuri!!! on Ice,"While on the verge of retirement, skater Yuri Katsuki meets Yuri Plisetsky and Victor Nikiforov, two skaters who rekindle his competitive fire.",10/6/16,5.0628,"Animation, Comedy, Drama",Japan,Japanese,8.535,636
93,Generator Rex,"Generator Rex, an average teenager with the ability to turn his body into amazing machines, helps the secret organization Providence save the world from the nanite threat and dangerous EVO monsters.",4/23/10,5.7493,"Animation, Action & Adventure, Kids, Family",United States,English,8.535,397
94,The Dangers in My Heart,"Kyotaro Ichikawa, a boy barely clinging to the bottom rung of his school's social ladder, secretly believes he’s the tortured lead in some psychological thriller. He spends his days dreaming up ways to disrupt his classmates' peaceful lives and pining after Anna Yamada, the class idol. But Kyotaro's not nearly the troubled teen he pretends to be…and it turns out Anna's a bit odd herself!",4/2/23,11.052,"Animation, Comedy",Japan,Japanese,8.5,207
95,Crash Landing on You,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",12/14/19,10.4049,"Drama, Comedy",South Korea,Korean,8.5,857
96,High School D×D,"Issei Hyodo is your average perverted high school student whose one wish in life is to have his own harem, but he's got to be one of the unluckiest guys around. He goes on his first date with a girl only to get brutally attacked and killed when it turns out the girl is really a vicious fallen angel. To top it all off, he's later reincarnated as a devil by his gorgeous senpai who tells him that she is also a devil and now his master! One thing's for sure, his peaceful days are over. In a battle between devils and angels, who will win?",1/6/12,21.6583,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",Japan,Japanese,8.5,1976
97,Naruto Shippūden,"After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work. It will not be easy though as he has amassed a few more dangerous enemies, in the likes of the shinobi organization; Akatsuki.",2/15/07,29.3766,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,8.5,8480
98,Young Royals,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.",7/1/21,6.7829,Drama,Sweden,Swedish,8.5,1162
99,Rurouni Kenshin,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",1/10/96,16.1588,"Action & Adventure, Animation, Comedy",Japan,Japanese,8.529,781
100,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",9/12/13,55.6768,"Drama, Crime",United Kingdom,English,8.528,10637
101,SPY x FAMILY,"A spy, an assassin and a telepath come together to pose as a family, each for their own reasons, while hiding their true identities from each other.",4/9/22,48.2855,"Animation, Comedy, Action & Adventure",Japan,Japanese,8.526,2123
102,Horimiya,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",1/10/21,7.9837,"Animation, Comedy, Drama",Japan,Japanese,8.5,1065
103,Dickinson,"Emily Dickinson. Poet. Daughter. Total rebel. In this coming-of-age story, Emily’s determined to become the world's greatest poet.",11/1/19,7.4887,"Comedy, Drama",United States,English,8.5,959
104,Mr. Queen,"A modern chef suddenly becomes trapped inside the body of a queen from the Joseon era, which causes chaos for everyone involved.",12/12/20,7.5454,"Drama, Comedy, Sci-Fi & Fantasy",South Korea,Korean,8.5,459
105,The Rookie,"Starting over isn't easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force's oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",10/16/18,137.2188,"Crime, Drama, Comedy",United States,English,8.5,2766
106,Candy Candy,"This story is about a girl, Candy, who is a orphan. She is a nice and optimistic girl and she has a warm heart. When she was a child, she lived in an orphanage called Pony's Home. She had a good friend called Ann. And she met the ""handsome boy on the hill"" who is a important person in her life, on the hill behind the orphanage.

She was adopted by the Loka's family. What's awaiting her are the bad-hearted Leo and his sister, Eliza. One day, in the rose garden, she met a boy, who is identical to the ""handsome boy on the hill"" who she had met in her childhood. The boy is called Antony. Thereafter, a fantastic story that she has never expected begins.",10/15/76,12.178,"Animation, Drama, Kids",Japan,Japanese,8.5,673
107,Chainsaw Man,"Denji has a simple dream—to live a happy and peaceful life, spending time with a girl he likes. This is a far cry from reality, however, as Denji is forced by the yakuza into killing devils in order to pay off his crushing debts. Using his pet devil Pochita as a weapon, he is ready to do anything for a bit of cash.",10/12/22,18.2213,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",Japan,Japanese,8.518,1954
108,Les Contes de la rue Broca,,12/23/96,1.5885,"Animation, Comedy, Kids",France,French,8.5,278
109,Dexter: Resurrection,"Dexter Morgan awakens from a coma to find Harrison gone without a trace. Realizing the weight of what he put his son through, Dexter sets out for New York City, determined to find him and make things right. But closure won't come easy. When Miami Metro's Angel Batista arrives with questions, Dexter realizes his past is catching up to him fast. As father and son navigate their own darkness in the city that never sleeps, they soon find themselves deeper than they ever imagined - and that the only way out is together.",7/13/25,16.0388,"Crime, Drama, Mystery",United States,English,8.521,352
110,It's Okay to Not Be Okay,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected – a woman who writes fairy tales but doesn’t believe in them.",6/20/20,10.5726,"Drama, Comedy",South Korea,Korean,8.5,1426
111,Hotel Del Luna,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",7/12/19,7.0367,"Sci-Fi & Fantasy, Drama, Comedy",South Korea,Korean,8.5,592
112,Sherlock,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,7/25/10,21.9041,"Crime, Drama, Mystery",United Kingdom,English,8.5,6028
113,Robotech,"Robotech is an 85-episode adaptation of three different anime television series made between 1982-1984 in Japan; the adaptation was aired in 1985. Within the combined and edited story, Robotechnology refers to the scientific advances discovered in an alien starship that crashed on a South Pacific island. With this technology, Earth developed giant robotic machines or mecha to fight three successive extraterrestrial invasions.",3/4/85,3.6713,"Animation, Drama, Sci-Fi & Fantasy",United States,English,8.517,350
114,Vincenzo,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.",2/20/21,14.1214,"Action & Adventure, Comedy, Drama",South Korea,Korean,8.5,1031
115,Real Girl,"Tsutsui Hikari (a.k.a ""Tsuttsun"") is a high school student who is content with his virtual life of anime and video games. One day, he gets stuck cleaning the pool with Iroha, a real live girl who is stylish, sassy and known to be easy with boys ... and she aggressively approaches him! Tsuttsun, who has few friends and lives in his own world, finds himself smitten by the confident and wild Iroha ... and his whole world is turned upside down!! It's the awkward and pure love story of a boy who experiences relationship for the first time.",4/4/18,4.5414,"Animation, Comedy, Drama",Japan,Japanese,8.515,453
116,Cowboy Bebop,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters, also referred to as ""Cowboys"", chase criminals and bring them in alive in return for a reward.",4/3/98,12.9746,"Animation, Action & Adventure, Sci-Fi & Fantasy, Western",Japan,Japanese,8.5,1804
